Manufacturer;Name;FlashDevice;DeviceFamily;BetaSupport;ExternalBus;Endian;CoreId;BaseAddr;RAMAddr;RAMSize
Energy Micro;EFM32LG390F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG395F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG395F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG395F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG840F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG840F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG840F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG842F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG842F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG842F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG880F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG880F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG880F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG890F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG890F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG890F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG895F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG895F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG895F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG940F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG940F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG940F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG942F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG942F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG942F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG980F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG980F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG980F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG990F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG990F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG990F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG995F64;EFM32LGxxxF64 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG995F128;EFM32LGxxxF128 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32LG995F256;EFM32LGxxxF256 internal;030000FF;0;0;0;2BA01477;0;10000000;8000
Energy Micro;EFM32TG108F4;EFM32TGxxxF4 internal;030000FF;0;0;0;2BA01477;0;10000000;400
Energy Micro;EFM32TG108F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG108F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG108F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG110F4;EFM32TGxxxF4 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG110F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG110F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG110F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG210F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG210F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG210F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG222F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG222F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG222F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG225F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG225F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG225F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG230F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG230F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG230F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG232F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG232F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG232F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG822F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG822F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG822F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG825F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG825F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG825F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG840F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG840F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG840F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG842F8;EFM32TGxxxF8 internal;030000FF;0;0;0;2BA01477;0;10000000;800
Energy Micro;EFM32TG842F16;EFM32TGxxxF16 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32TG842F32;EFM32TGxxxF32 internal;030000FF;0;0;0;2BA01477;0;10000000;1000
Energy Micro;EFM32WG230F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG230F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG230F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG232F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG232F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG232F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG280F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG280F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG280F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG290F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG290F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG290F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG295F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG295F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG295F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG330F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG330F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG330F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG332F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG332F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG332F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG360F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG360F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG360F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG380F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG380F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG380F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG390F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG390F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG390F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG395F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG395F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG395F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG840F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG840F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG840F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG842F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG842F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG842F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG880F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG880F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG880F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG890F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG890F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG890F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG895F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG895F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG895F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG900F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG940F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG940F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG940F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG942F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG942F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG942F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG980F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG980F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG980F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG990F64 ;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG990F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG990F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG995F64;EFM32WGxxxF64 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG995F128;EFM32WGxxxF128 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32WG995F256;EFM32WGxxxF256 internal;0E0000FF;0;0;0;2BA01477;0;20000000;8000
Energy Micro;EFM32ZG108F4;EFM32ZGxxxF4 internal;060000FF;0;0;0;2BA01477;0;20000000;800
Energy Micro;EFM32ZG108F8;EFM32ZGxxxF8 internal;060000FF;0;0;0;2BA01477;0;20000000;800
Energy Micro;EFM32ZG108F16;EFM32ZGxxxF16 internal;060000FF;0;0;0;2BA01477;0;20000000;1000
Energy Micro;EFM32ZG108F32;EFM32ZGxxxF32 internal;060000FF;0;0;0;2BA01477;0;20000000;1000
Energy Micro;EFM32ZG110F4;EFM32ZGxxxF4 internal;060000FF;0;0;0;2BA01477;0;20000000;800
Energy Micro;EFM32ZG110F8;EFM32ZGxxxF8 internal;060000FF;0;0;0;2BA01477;0;20000000;800
Energy Micro;EFM32ZG110F16;EFM32ZGxxxF16 internal;060000FF;0;0;0;2BA01477;0;20000000;1000
Energy Micro;EFM32ZG110F32;EFM32ZGxxxF32 internal;060000FF;0;0;0;2BA01477;0;20000000;1000
Energy Micro;EFM32ZG210F4;EFM32ZGxxxF4 internal;060000FF;0;0;0;2BA01477;0;20000000;800
Energy Micro;EFM32ZG210F8;EFM32ZGxxxF8 internal;060000FF;0;0;0;2BA01477;0;20000000;800
Energy Micro;EFM32ZG210F16;EFM32ZGxxxF16 internal;060000FF;0;0;0;2BA01477;0;20000000;1000
Energy Micro;EFM32ZG210F32;EFM32ZGxxxF32 internal;060000FF;0;0;0;2BA01477;0;20000000;1000
Energy Micro;EFM32ZG222F4;EFM32ZGxxxF4 internal;060000FF;0;0;0;2BA01477;0;20000000;800
Energy Micro;EFM32ZG222F8;EFM32ZGxxxF8 internal;060000FF;0;0;0;2BA01477;0;20000000;800
Energy Micro;EFM32ZG222F16;EFM32ZGxxxF16 internal;060000FF;0;0;0;2BA01477;0;20000000;1000
Energy Micro;EFM32ZG222F32;EFM32ZGxxxF32 internal;060000FF;0;0;0;2BA01477;0;20000000;1000
Freescale;MAC7101;MAC71x1 internal;070001FF;0;0;1;4F1F0F0F;0;40000000;8000
Freescale;MAC7106;MAC71x6 internal;070001FF;0;0;1;4F1F0F0F;0;40000000;C000
Freescale;MAC7111;MAC71x1 internal;070001FF;0;1;1;4F1F0F0F;0;40000000;8000
Freescale;MAC7112;MAC71x2 internal;070001FF;0;0;1;4F1F0F0F;0;40000000;4000
Freescale;MAC7116;MAC71x6 internal;070001FF;0;1;1;4F1F0F0F;0;40000000;C000
Freescale;MAC7121;MAC71x1 internal;070001FF;0;0;1;4F1F0F0F;0;40000000;8000
Freescale;MAC7122;MAC71x2 internal;070001FF;0;0;1;4F1F0F0F;0;40000000;4000
Freescale;MAC7126;MAC71x6 internal;070001FF;0;0;1;4F1F0F0F;0;40000000;C000
Freescale;MAC7131;MAC71x1 internal;070001FF;0;1;1;4F1F0F0F;0;40000000;8000
Freescale;MAC7136;MAC71x6 internal;070001FF;0;1;1;4F1F0F0F;0;40000000;C000
Freescale;MAC7141;MAC71x1 internal;070001FF;0;0;1;4F1F0F0F;0;40000000;8000
Freescale;MAC7142;MAC71x2 internal;070001FF;0;0;1;4F1F0F0F;0;40000000;4000
Freescale;MK02FN64xxx10;MK02FN64xxx10 internal;0E0000FF;0;0;0;2BA00477;0;1FFFE000;04000
Freescale;MK02FN64xxx10 (allow security);MK02FN64xxx10 internal (allow security);0E0000FF;0;0;0;2BA00477;0;1FFFE000;04000
Freescale;MK02FN128xxx10;MK02FN128xxx10 internal;0E0000FF;0;0;0;2BA00477;0;1FFFE000;04000
Freescale;MK02FN128xxx10 (allow security);MK02FN128xxx10 internal (allow security);0E0000FF;0;0;0;2BA00477;0;1FFFE000;04000
Freescale;MK10DN32xxx5;MK10DN32xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFF000;02000
Freescale;MK10DN32xxx5 (allow security);MK10DN32xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFF000;02000
Freescale;MK10DN64xxx5;MK10DN64xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK10DN64xxx5 (allow security);MK10DN64xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK10DN128xxx5;MK10DN128xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK10DN128xxx5 (allow security);MK10DN128xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK10DN512xxx10;MK10DN512xxx10 internal;0E0000FF;0;0;0;4BA00477;0;1FFF0000;20000
Freescale;MK10DN512xxx10 (allow security);MK10DN512xxx10 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFF0000;20000
Freescale;MK10DX32xxx5;MK10DX32xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFF000;02000
Freescale;MK10DX32xxx5 (allow security);MK10DX32xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFF000;02000
Freescale;MK10DX64xxx5;MK10DX64xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK10DX64xxx5 (allow security);MK10DX64xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK10DX64xxx7;MK10DX64xxx7 internal;0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK10DX64xxx7 (allow security);MK10DX64xxx7 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK10DX128xxx5;MK10DX128xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK10DX128xxx5 (allow security);MK10DX128xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK10DX128xxx7;MK10DX128xxx7 internal;0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK10DX128xxx7 (allow security);MK10DX128xxx7 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK10DX128xxx10;MK10DX128xxx10 internal;0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK10DX128xxx10 (allow security);MK10DX128xxx10 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK10DX256xxx7;MK10DX256xxx7 internal;0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
Freescale;MK10DX256xxx7 (allow security);MK10DX256xxx7 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
Freescale;MK10DX256xxx10;MK10DX256xxx10 internal;0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
Freescale;MK10DX256xxx10 (allow security);MK10DX256xxx10 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
Freescale;MK10FN1M0xxx12;MK10FN1M0xxx12 internal;0E0000FF;0;0;0;4BA00477;0;1FFF0000;20000
Freescale;MK10FN1M0xxx12 (allow security);MK10FN1M0xxx12 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFF0000;20000
Freescale;MK10FX512xxx12;MK10FX512xxx12 internal;0E0000FF;0;0;0;4BA00477;0;1FFF0000;20000
Freescale;MK10FX512xxx12 (allow security);MK10FX512xxx12 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFF0000;20000
Freescale;MK11DX128xxx5;MK11DX128xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK11DX128xxx5 (allow security);MK11DX128xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK11DX128Axxx5;MK11DX128xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK11DX128Axxx5 (allow security);MK11DX128xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK11DX256xxx5;MK11DX256xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK11DX256xxx5 (allow security);MK11DX256xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK11DX256Axxx5;MK11DX256xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK11DX256Axxx5 (allow security);MK11DX256xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK11DN512xxx5;MK11DN512xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
Freescale;MK11DN512xxx5 (allow security);MK11DN512xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
Freescale;MK11DN512Axxx5;MK11DN512xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
Freescale;MK11DN512Axxx5 (allow security);MK11DN512xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
Freescale;MK12DX128xxx5;MK12DX128xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK12DX128xxx5 (allow security);MK12DX128xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK12DX256xxx5;MK12DX256xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK12DX256xxx5 (allow security);MK12DX256xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK12DN512xxx5;MK12DN512xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
Freescale;MK12DN512xxx5 (allow security);MK12DN512xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
Freescale;MK20DN32xxx5;MK20DN32xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFF000;02000
Freescale;MK20DN32xxx5 (allow security);MK20DN32xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFF000;02000
Freescale;MK20DN64xxx5;MK20DN64xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK20DN64xxx5 (allow security);MK20DN64xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK20DN128xxx5;MK20DN128xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK20DN128xxx5 (allow security);MK20DN128xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK20DN512xxx10;MK20DN512xxx10 internal;0E0000FF;0;0;0;4BA00477;0;1FFF0000;20000
Freescale;MK20DN512xxx10 (allow security);MK20DN512xxx10 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFF0000;20000
Freescale;MK20DX32xxx5;MK20DX32xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFF000;02000
Freescale;MK20DX32xxx5 (allow security);MK20DX32xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFF000;02000
Freescale;MK20DX64xxx5;MK20DX64xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK20DX64xxx5 (allow security);MK20DX64xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK20DX64xxx7;MK20DX64xxx7 internal;0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK20DX64xxx7 (allow security);MK20DX64xxx7 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK20DX128xxx5;MK20DX128xxx5 internal;0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK20DX128xxx5 (allow security);MK20DX128xxx5 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFE000;04000
Freescale;MK20DX128xxx7;MK20DX128xxx7 internal;0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK20DX128xxx7 (allow security);MK20DX128xxx7 internal (allow security);0E0000FF;0;0;0;4BA00477;0;1FFFC000;08000
Freescale;MK20DX128xxx10;MK20DX128xxx10 internal;0E0000FF;0;0;0;4BA00477;0;1FFF8000;10000
